day_of_week,holiday,time_in_hour,status,previous_status,amount_per_day,full,range_knn,range_rf,day_in_year
1,0,0,43,49,51,0,0,2,232
2,0,22,83,50,88,0,1,4,233
3,0,7,6,1,13,0,0,1,234
4,0,11,71,86,35,0,0,3,235
5,0,4,6,48,61,0,0,1,236
6,1,16,27,36,7,0,0,2,237
7,1,22,2,7,14,0,0,1,238
1,0,21,53,43,13,0,0,3,239
2,0,21,48,29,72,0,0,2,240
3,0,2,84,88,84,0,1,4,241
4,0,7,57,15,17,0,0,3,242
5,0,20,23,33,66,0,0,1,243
6,1,12,44,63,58,0,0,2,244
7,1,7,30,80,94,0,0,2,245
1,0,1,8,56,32,0,0,1,246
2,0,9,45,11,31,0,0,2,247
3,0,5,98,63,2,1,1,4,248
4,0,6,50,48,2,0,0,3,249
5,0,12,38,62,52,0,0,2,250
6,1,19,34,72,29,0,0,2,251
7,1,14,21,65,41,0,0,1,252
1,0,21,68,13,90,0,0,3,253
2,0,14,5,18,55,0,0,1,254
3,0,22,36,19,85,0,0,2,255
4,0,14,64,37,17,0,0,3,256
5,0,8,4,4,54,0,0,1,257
6,1,4,51,12,62,0,0,3,258
7,1,3,12,59,89,0,0,1,259
1,0,15,57,87,98,0,0,3,260
2,0,21,27,67,23,0,0,2,261
3,0,4,24,72,61,0,0,1,262
4,0,18,98,10,91,1,1,4,263
5,0,4,42,2,32,0,0,2,264
6,1,6,52,63,71,0,0,3,265
7,1,6,15,91,40,0,0,1,266
1,0,5,2,34,22,0,0,1,267
2,0,22,94,100,60,1,1,4,268
3,0,5,89,94,79,1,1,4,269
4,0,2,75,26,64,0,0,3,270
5,0,22,87,55,94,1,1,4,271
6,1,20,46,17,70,0,0,2,272
7,1,6,32,33,61,0,0,2,273
1,0,18,65,31,86,0,0,3,274
2,0,3,85,29,64,1,1,4,275
3,0,15,86,48,21,1,1,4,276
4,0,20,21,64,60,0,0,1,277
5,0,23,76,91,88,0,1,4,278
6,1,14,26,42,77,0,0,2,279
7,1,19,13,97,43,0,0,1,280
1,0,10,24,91,90,0,0,1,281
2,0,12,14,79,61,0,0,1,282
3,0,1,25,30,65,0,0,1,283
4,0,12,64,47,53,0,0,3,284
5,0,14,76,20,75,0,1,4,285
6,1,7,4,99,43,0,0,1,286
7,1,18,8,63,12,0,0,1,287
1,0,18,56,15,36,0,0,3,288
2,0,23,45,81,31,0,0,2,289
3,0,11,84,27,6,0,1,4,290
4,0,13,79,52,4,0,1,4,291
5,0,11,26,92,69,0,0,2,292
6,1,0,56,5,28,0,0,3,293
7,1,12,90,61,10,1,1,4,294
1,0,10,95,79,59,1,1,4,295
2,0,23,38,52,78,0,0,2,296
3,0,19,92,88,3,1,1,4,297
4,0,12,1,27,90,0,0,1,298
5,0,17,47,55,72,0,0,2,299
6,1,9,42,15,11,0,0,2,300
7,1,19,60,46,35,0,0,3,301
1,0,21,24,34,45,0,0,1,302
2,0,6,6,9,0,0,0,1,303
3,0,16,43,90,44,0,0,2,304
4,0,21,20,90,100,0,0,1,305
5,0,20,21,34,50,0,0,1,306
6,1,0,48,7,34,0,0,2,307
7,1,13,66,25,56,0,0,3,308
1,0,13,26,99,67,0,0,2,309
2,0,13,49,90,5,0,0,2,310
3,0,15,21,77,5,0,0,1,311
4,0,6,14,42,21,0,0,1,312
5,0,23,44,82,4,0,0,2,313
6,1,2,73,70,6,0,0,3,314
7,1,9,31,19,37,0,0,2,315
1,0,10,13,95,56,0,0,1,316
2,0,2,9,100,20,0,0,1,317
3,0,6,26,58,61,0,0,2,318
4,0,20,49,8,41,0,0,2,319
5,0,20,92,98,48,1,1,4,320
6,1,18,38,33,31,0,0,2,321
7,1,7,67,65,75,0,0,3,322
1,0,2,9,64,31,0,0,1,323
2,0,22,49,10,59,0,0,2,324
3,0,7,57,50,25,0,0,3,325
4,0,4,59,57,39,0,0,3,326
5,0,23,88,1,54,1,1,4,327
6,1,8,86,63,70,1,1,4,328
7,1,14,57,3,34,0,0,3,329
1,0,17,27,33,19,0,0,2,330
2,0,20,43,34,93,0,0,2,331
3,0,23,77,43,6,0,1,4,332
4,0,8,89,66,24,1,1,4,333
5,0,4,45,68,8,0,0,2,334
6,1,20,75,58,57,0,0,3,335
7,1,14,5,48,78,0,0,1,336
1,0,5,88,8,69,1,1,4,337
2,0,16,71,59,58,0,0,3,338
3,0,5,26,60,99,0,0,2,339
4,0,20,45,21,86,0,0,2,340
5,0,0,25,47,63,0,0,1,341
6,1,20,23,54,26,0,0,1,342
7,1,7,13,67,34,0,0,1,343
1,0,13,53,69,6,0,0,3,344
2,0,9,52,88,55,0,0,3,345
3,0,23,14,48,38,0,0,1,346
4,0,20,20,85,64,0,0,1,347
5,0,14,7,12,72,0,0,1,348
6,1,19,10,89,11,0,0,1,349
7,1,20,86,75,35,1,1,4,350
1,0,19,26,27,66,0,0,2,351
2,0,7,56,48,73,0,0,3,352
3,0,5,63,67,68,0,0,3,353
4,0,4,91,68,62,1,1,4,354
5,0,23,46,65,67,0,0,2,355
6,1,20,54,44,63,0,0,3,356
7,1,12,80,65,80,0,1,4,357
1,0,0,28,48,67,0,0,2,358
2,0,19,37,23,90,0,0,2,359
3,0,3,20,65,11,0,0,1,360
4,0,7,98,79,14,1,1,4,361
5,0,21,60,26,75,0,0,3,362
6,1,5,7,91,62,0,0,1,363
7,1,14,54,15,20,0,0,3,364
1,0,21,47,69,43,0,0,2,365
2,0,16,44,45,85,0,0,2,1
3,0,8,41,13,43,0,0,2,2
4,0,9,42,67,58,0,0,2,3
5,0,14,76,82,32,0,1,4,4
6,1,8,0,37,95,0,0,1,5
7,1,4,30,15,47,0,0,2,6
1,0,19,67,82,93,0,0,3,7
2,0,18,41,94,9,0,0,2,8
3,0,21,57,56,91,0,0,3,9
4,0,10,77,90,10,0,1,4,10
5,0,4,37,41,46,0,0,2,11
6,1,1,88,25,53,1,1,4,12
7,1,19,5,95,35,0,0,1,13
1,0,11,40,71,49,0,0,2,14
2,0,23,60,82,11,0,0,3,15
3,0,7,47,79,64,0,0,2,16
4,0,1,8,82,5,0,0,1,17
5,0,20,98,33,81,1,1,4,18
6,1,9,21,91,74,0,0,1,19
7,1,20,33,72,29,0,0,2,20
1,0,1,1,26,87,0,0,1,21
2,0,14,56,89,82,0,0,3,22
3,0,0,82,11,7,0,1,4,23
4,0,7,57,21,26,0,0,3,24
5,0,19,70,83,97,0,0,3,25
6,1,10,0,99,81,0,0,1,26
7,1,4,99,28,72,1,1,4,27
1,0,4,62,79,88,0,0,3,28
2,0,1,71,70,100,0,0,3,29
3,0,6,39,30,79,0,0,2,30
4,0,14,78,7,69,0,1,4,31
5,0,15,29,73,78,0,0,2,32
6,1,10,63,97,98,0,0,3,33
7,1,2,79,40,67,0,1,4,34
1,0,0,10,23,62,0,0,1,35
2,0,14,54,37,32,0,0,3,36
3,0,22,25,92,83,0,0,1,37
4,0,19,55,14,73,0,0,3,38
5,0,6,96,87,46,1,1,4,39
6,1,11,43,45,56,0,0,2,40
7,1,20,62,99,54,0,0,3,41
1,0,23,79,69,74,0,1,4,42
2,0,16,34,62,40,0,0,2,43
3,0,3,20,48,13,0,0,1,44
4,0,23,86,71,27,1,1,4,45
5,0,4,19,8,93,0,0,1,46
6,1,13,85,96,26,1,1,4,47
7,1,11,13,1,92,0,0,1,48
1,0,6,96,11,4,1,1,4,49
2,0,19,88,4,54,1,1,4,50
3,0,17,49,46,65,0,0,2,51
4,0,22,35,48,43,0,0,2,52
5,0,6,29,29,91,0,0,2,53
6,1,11,52,73,21,0,0,3,54
7,1,15,79,79,24,0,1,4,55
1,0,2,71,59,46,0,0,3,56
2,0,10,62,93,71,0,0,3,57
3,0,22,53,17,47,0,0,3,58
4,0,8,8,74,28,0,0,1,59
5,0,9,61,18,99,0,0,3,60
6,1,11,44,31,54,0,0,2,61
7,1,22,97,79,98,1,1,4,62
1,0,3,33,76,38,0,0,2,63
2,0,12,85,43,31,1,1,4,64
3,0,17,81,84,78,0,1,4,65
4,0,0,45,36,44,0,0,2,66
5,0,7,75,75,55,0,0,3,67
6,1,3,72,66,88,0,0,3,68
7,1,12,5,44,74,0,0,1,69
1,0,18,70,0,41,0,0,3,70
2,0,10,58,84,57,0,0,3,71
3,0,13,23,52,69,0,0,1,72
4,0,8,35,41,42,0,0,2,73
5,0,15,84,10,69,0,1,4,74
6,1,20,89,46,68,1,1,4,75
7,1,18,76,98,46,0,1,4,76
1,0,19,9,86,65,0,0,1,77
2,0,4,84,11,88,0,1,4,78
3,0,4,12,6,48,0,0,1,79
4,0,3,13,64,91,0,0,1,80
5,0,12,41,41,59,0,0,2,81
6,1,1,88,23,23,1,1,4,82
7,1,10,70,76,80,0,0,3,83
1,0,6,89,47,24,1,1,4,84
2,0,16,100,32,99,1,1,4,85
3,0,9,26,11,61,0,0,2,86
4,0,8,73,82,78,0,0,3,87
5,0,3,58,93,54,0,0,3,88
6,1,4,20,61,45,0,0,1,89
7,1,13,16,78,85,0,0,1,90
1,0,8,20,49,87,0,0,1,91
2,0,5,10,2,55,0,0,1,92
3,0,19,31,45,35,0,0,2,93
4,0,16,5,63,81,0,0,1,94
5,0,11,22,96,98,0,0,1,95
6,1,16,94,54,79,1,1,4,96
7,1,17,42,56,27,0,0,2,97
1,0,1,19,67,32,0,0,1,98
2,0,6,6,75,40,0,0,1,99
3,0,15,9,11,35,0,0,1,100
4,0,6,10,11,82,0,0,1,101
5,0,19,84,96,98,0,1,4,102
6,1,2,1,55,52,0,0,1,103
7,1,13,76,46,83,0,1,4,104
1,0,15,32,20,55,0,0,2,105
2,0,10,21,79,58,0,0,1,106
3,0,13,14,52,67,0,0,1,107
4,0,20,10,13,92,0,0,1,108
5,0,19,1,1,98,0,0,1,109
6,1,22,97,23,79,1,1,4,110
7,1,19,40,4,24,0,0,2,111
1,0,17,90,95,31,1,1,4,112
2,0,19,41,74,75,0,0,2,113
3,0,22,0,79,43,0,0,1,114
4,0,22,13,38,39,0,0,1,115
5,0,6,69,62,14,0,0,3,116
6,1,15,37,40,68,0,0,2,117
7,1,8,99,82,33,1,1,4,118
1,0,22,3,53,60,0,0,1,119
2,0,20,91,78,25,1,1,4,120
3,0,21,29,93,68,0,0,2,121
4,0,0,27,19,88,0,0,2,122
5,0,9,65,78,77,0,0,3,123
6,1,2,80,55,96,0,1,4,124
7,1,14,14,86,73,0,0,1,125
1,0,3,86,34,29,1,1,4,126
2,0,5,77,15,72,0,1,4,127
3,0,9,85,19,27,1,1,4,128
4,0,19,78,34,59,0,1,4,129
5,0,1,71,50,54,0,0,3,130
6,1,22,8,46,37,0,0,1,131
7,1,8,16,97,21,0,0,1,132
1,0,17,44,51,62,0,0,2,133
2,0,2,60,49,76,0,0,3,134
3,0,19,56,90,35,0,0,3,135
4,0,22,92,8,81,1,1,4,136
5,0,7,34,84,4,0,0,2,137
6,1,6,32,6,82,0,0,2,138
7,1,15,82,1,92,0,1,4,139
1,0,1,36,15,92,0,0,2,140
2,0,21,21,29,10,0,0,1,141
3,0,20,57,30,7,0,0,3,142
4,0,7,56,63,26,0,0,3,143
5,0,7,24,63,84,0,0,1,144
6,1,5,43,43,96,0,0,2,145
7,1,13,25,31,72,0,0,1,146
1,0,12,79,96,0,0,1,4,147
2,0,5,10,66,73,0,0,1,148
3,0,14,14,42,71,0,0,1,149
4,0,4,46,59,40,0,0,2,150
5,0,8,72,74,26,0,0,3,151
6,1,5,69,24,54,0,0,3,152
7,1,2,5,8,1,0,0,1,153
1,0,9,8,31,73,0,0,1,154
2,0,8,79,29,47,0,1,4,155
3,0,20,61,50,29,0,0,3,156
4,0,17,10,39,51,0,0,1,157
5,0,20,4,30,5,0,0,1,158
6,1,22,29,41,68,0,0,2,159
7,1,13,48,38,96,0,0,2,160
1,0,14,100,34,67,1,1,4,161
2,0,19,53,96,18,0,0,3,162
3,0,7,27,77,77,0,0,2,163
4,0,16,14,33,48,0,0,1,164
5,0,20,25,91,83,0,0,1,165
6,1,8,5,47,88,0,0,1,166
7,1,2,53,31,92,0,0,3,167
1,0,2,97,49,87,1,1,4,168
2,0,1,66,9,74,0,0,3,169
3,0,13,12,62,99,0,0,1,170
4,0,6,90,17,2,1,1,4,171
5,0,15,92,91,4,1,1,4,172
6,1,21,82,45,0,0,1,4,173
7,1,3,48,39,81,0,0,2,174
1,0,15,2,6,36,0,0,1,175
2,0,11,68,92,30,0,0,3,176
3,0,17,60,89,4,0,0,3,177
4,0,22,17,87,37,0,0,1,178
5,0,10,89,76,89,1,1,4,179
6,1,2,42,49,26,0,0,2,180
7,1,22,20,61,14,0,0,1,181
1,0,15,69,86,92,0,0,3,182
2,0,16,73,6,24,0,0,3,183
3,0,19,47,88,18,0,0,2,184
4,0,3,74,64,65,0,0,3,185
5,0,16,56,26,100,0,0,3,186
6,1,14,27,35,11,0,0,2,187
7,1,7,29,87,83,0,0,2,188
1,0,21,6,66,9,0,0,1,189
2,0,9,45,73,58,0,0,2,190
3,0,2,50,95,45,0,0,3,191
4,0,2,76,37,2,0,1,4,192
5,0,14,96,90,40,1,1,4,193
6,1,1,72,100,95,0,0,3,194
7,1,1,0,52,47,0,0,1,195
1,0,13,90,34,18,1,1,4,196
2,0,19,75,15,42,0,0,3,197
3,0,23,74,41,60,0,0,3,198
4,0,8,41,45,81,0,0,2,199
5,0,22,37,17,37,0,0,2,200
6,1,12,92,9,12,1,1,4,201
7,1,13,5,76,92,0,0,1,202
1,0,3,41,80,82,0,0,2,203
2,0,16,24,51,62,0,0,1,204
3,0,21,60,34,63,0,0,3,205
4,0,6,81,7,63,0,1,4,206
5,0,8,46,82,75,0,0,2,207
6,1,1,53,30,46,0,0,3,208
7,1,23,42,0,17,0,0,2,209
1,0,16,47,86,27,0,0,2,210
2,0,17,61,7,53,0,0,3,211
3,0,6,9,95,74,0,0,1,212
4,0,14,49,29,88,0,0,2,213
5,0,18,81,55,17,0,1,4,214
6,1,22,83,1,92,0,1,4,215
7,1,23,68,64,27,0,0,3,216
1,0,16,17,33,12,0,0,1,217
2,0,6,42,32,41,0,0,2,218
3,0,22,61,45,60,0,0,3,219
4,0,15,85,71,54,1,1,4,220
5,0,13,47,35,36,0,0,2,221
6,1,2,70,25,23,0,0,3,222
7,1,13,45,92,86,0,0,2,223
1,0,2,11,63,86,0,0,1,224
2,0,0,11,60,66,0,0,1,225
3,0,10,33,57,97,0,0,2,226
4,0,3,15,37,76,0,0,1,227
5,0,21,6,8,34,0,0,1,228
6,1,5,31,70,5,0,0,2,229
7,1,16,11,32,12,0,0,1,230
1,0,7,60,69,1,0,0,3,231
2,0,20,52,61,6,0,0,3,232
3,0,23,61,20,95,0,0,3,233
4,0,3,22,93,6,0,0,1,234
5,0,20,43,4,0,0,0,2,235
6,1,19,100,81,3,1,1,4,236
7,1,22,40,84,97,0,0,2,237
1,0,18,97,4,29,1,1,4,238
2,0,4,25,68,70,0,0,1,239
3,0,17,92,25,63,1,1,4,240
4,0,1,18,90,95,0,0,1,241
5,0,13,40,2,51,0,0,2,242
6,1,6,64,97,46,0,0,3,243
7,1,17,27,96,58,0,0,2,244
1,0,2,81,68,69,0,1,4,245
2,0,16,90,79,92,1,1,4,246
3,0,18,98,55,49,1,1,4,247
4,0,2,20,64,97,0,0,1,248
5,0,14,35,27,58,0,0,2,249
6,1,9,100,25,94,1,1,4,250
7,1,16,75,100,53,0,0,3,251
1,0,21,52,37,49,0,0,3,252
2,0,4,50,76,61,0,0,3,253
3,0,4,31,10,7,0,0,2,254
4,0,16,14,38,42,0,0,1,255
5,0,12,45,22,30,0,0,2,256
6,1,19,18,95,68,0,0,1,257
7,1,1,73,49,12,0,0,3,258
1,0,17,21,100,26,0,0,1,259
2,0,10,64,12,26,0,0,3,260
3,0,9,88,87,98,1,1,4,261
4,0,23,4,31,36,0,0,1,262
5,0,23,67,12,76,0,0,3,263
6,1,15,38,73,48,0,0,2,264
7,1,14,53,2,16,0,0,3,265
1,0,16,22,12,25,0,0,1,266
2,0,22,2,92,40,0,0,1,267
3,0,2,39,97,42,0,0,2,268
4,0,7,6,73,80,0,0,1,269
5,0,2,43,90,30,0,0,2,270
6,1,16,34,82,37,0,0,2,271
7,1,10,53,7,29,0,0,3,272
1,0,8,84,49,57,0,1,4,273
2,0,19,40,25,80,0,0,2,274
3,0,6,59,42,46,0,0,3,275
4,0,11,42,52,62,0,0,2,276
5,0,3,58,94,11,0,0,3,277
6,1,6,46,47,25,0,0,2,278
7,1,6,88,30,60,1,1,4,279
1,0,8,44,77,13,0,0,2,280
2,0,21,46,25,59,0,0,2,281
3,0,1,81,48,82,0,1,4,282
4,0,14,31,73,93,0,0,2,283
5,0,10,12,14,90,0,0,1,284
6,1,20,73,81,13,0,0,3,285
7,1,14,11,75,54,0,0,1,286
1,0,17,11,93,74,0,0,1,287
2,0,5,62,66,80,0,0,3,288
3,0,12,59,98,77,0,0,3,289
4,0,9,97,69,87,1,1,4,290
5,0,5,94,20,47,1,1,4,291
6,1,7,87,19,70,1,1,4,292
7,1,5,90,83,58,1,1,4,293
1,0,1,59,82,39,0,0,3,294
2,0,20,25,57,21,0,0,1,295
3,0,19,68,70,80,0,0,3,296
4,0,13,3,31,95,0,0,1,297
5,0,23,71,41,54,0,0,3,298
6,1,11,37,31,41,0,0,2,299
7,1,17,29,9,81,0,0,2,300
1,0,8,59,27,94,0,0,3,301
2,0,19,99,31,28,1,1,4,302
3,0,11,74,48,19,0,0,3,303
4,0,12,33,72,81,0,0,2,304
5,0,21,25,32,31,0,0,1,305
6,1,23,2,89,75,0,0,1,306
7,1,19,74,74,3,0,0,3,307
1,0,15,72,11,17,0,0,3,308
2,0,19,85,98,65,1,1,4,309
3,0,8,91,54,47,1,1,4,310
4,0,11,61,5,74,0,0,3,311
5,0,19,27,90,77,0,0,2,312
6,1,20,4,31,57,0,0,1,313
7,1,23,9,97,18,0,0,1,314
1,0,17,83,29,79,0,1,4,315
2,0,18,100,84,37,1,1,4,316
3,0,9,76,2,2,0,1,4,317
4,0,0,67,27,25,0,0,3,318
5,0,8,81,42,4,0,1,4,319
6,1,7,23,42,40,0,0,1,320
7,1,12,59,60,49,0,0,3,321
1,0,18,93,79,13,1,1,4,322
2,0,22,11,55,25,0,0,1,323
3,0,7,79,88,51,0,1,4,324
4,0,7,30,62,52,0,0,2,325
5,0,19,45,51,31,0,0,2,326
6,1,16,91,83,6,1,1,4,327
7,1,11,19,41,83,0,0,1,328
1,0,15,45,52,51,0,0,2,329
2,0,4,69,45,73,0,0,3,330
3,0,4,25,88,62,0,0,1,331
4,0,3,47,1,47,0,0,2,332
5,0,10,61,4,54,0,0,3,333
6,1,4,28,93,16,0,0,2,334
7,1,11,36,15,66,0,0,2,335
1,0,10,17,62,83,0,0,1,336
2,0,15,59,91,86,0,0,3,337
3,0,14,55,63,6,0,0,3,338
4,0,12,32,52,48,0,0,2,339
5,0,0,85,85,96,1,1,4,340
6,1,14,2,52,58,0,0,1,341
7,1,0,13,30,64,0,0,1,342
1,0,18,65,8,34,0,0,3,343
2,0,15,37,39,27,0,0,2,344
3,0,7,62,98,85,0,0,3,345
4,0,7,92,32,4,1,1,4,346
5,0,23,40,44,17,0,0,2,347
6,1,7,54,80,36,0,0,3,348
7,1,11,4,97,74,0,0,1,349
1,0,14,28,27,58,0,0,2,350
2,0,17,61,75,83,0,0,3,351
3,0,12,20,54,90,0,0,1,352
4,0,10,40,90,73,0,0,2,353
5,0,6,73,37,74,0,0,3,354
6,1,2,68,86,24,0,0,3,355
7,1,9,29,6,82,0,0,2,356
1,0,15,21,30,86,0,0,1,357
2,0,21,47,28,92,0,0,2,358
3,0,18,55,11,9,0,0,3,359
4,0,13,60,78,52,0,0,3,360
5,0,8,47,88,25,0,0,2,361
6,1,21,38,68,58,0,0,2,362
7,1,3,5,45,42,0,0,1,363
1,0,20,65,74,75,0,0,3,364
2,0,17,10,97,10,0,0,1,365
3,0,7,68,78,80,0,0,3,1
4,0,5,39,81,1,0,0,2,2
5,0,15,98,47,14,1,1,4,3
6,1,22,5,89,88,0,0,1,4
7,1,19,77,10,85,0,1,4,5
1,0,5,30,45,89,0,0,2,6
2,0,17,100,46,43,1,1,4,7
3,0,23,44,86,73,0,0,2,8
4,0,3,38,39,76,0,0,2,9
5,0,23,10,28,46,0,0,1,10
6,1,15,11,31,4,0,0,1,11
7,1,18,98,86,87,1,1,4,12
1,0,10,30,81,71,0,0,2,13
2,0,18,40,27,67,0,0,2,14
3,0,17,84,93,74,0,1,4,15
4,0,10,44,57,98,0,0,2,16
5,0,0,92,42,39,1,1,4,17
6,1,0,25,53,49,0,0,1,18
7,1,18,76,73,13,0,1,4,19
1,0,5,22,22,20,0,0,1,20
2,0,13,88,8,99,1,1,4,21
3,0,14,51,85,35,0,0,3,22
4,0,17,43,54,96,0,0,2,23
5,0,20,82,87,35,0,1,4,24
6,1,19,15,29,26,0,0,1,25
7,1,21,73,83,60,0,0,3,26
1,0,11,46,92,2,0,0,2,27
2,0,2,69,78,54,0,0,3,28
3,0,17,1,95,93,0,0,1,29
4,0,5,56,43,73,0,0,3,30
5,0,8,4,4,36,0,0,1,31
6,1,7,15,57,93,0,0,1,32
7,1,22,48,84,3,0,0,2,33
1,0,6,94,90,73,1,1,4,34
2,0,8,15,6,3,0,0,1,35
3,0,16,44,5,47,0,0,2,36
4,0,3,21,99,27,0,0,1,37
5,0,4,65,45,34,0,0,3,38
6,1,9,67,88,64,0,0,3,39
7,1,15,80,86,5,0,1,4,40
1,0,22,1,6,39,0,0,1,41
2,0,20,15,53,5,0,0,1,42
3,0,6,3,12,53,0,0,1,43
4,0,18,45,62,93,0,0,2,44
5,0,12,8,54,92,0,0,1,45
6,1,22,71,85,64,0,0,3,46
7,1,3,26,53,6,0,0,2,47
1,0,18,92,30,68,1,1,4,48
2,0,14,26,43,42,0,0,2,49
3,0,12,25,31,53,0,0,1,50
4,0,20,24,99,23,0,0,1,51
5,0,16,48,49,71,0,0,2,52
6,1,22,60,37,1,0,0,3,53
7,1,14,47,2,3,0,0,2,54
1,0,7,36,33,50,0,0,2,55
2,0,20,93,55,66,1,1,4,56
3,0,9,94,0,18,1,1,4,57
4,0,18,41,98,44,0,0,2,58
5,0,0,97,63,54,1,1,4,59
6,1,19,97,93,94,1,1,4,60
7,1,10,29,89,69,0,0,2,61
1,0,9,34,60,51,0,0,2,62
2,0,2,84,90,10,0,1,4,63
3,0,14,61,62,93,0,0,3,64
4,0,7,58,33,11,0,0,3,65
5,0,15,64,8,71,0,0,3,66
6,1,23,18,52,40,0,0,1,67
7,1,23,77,72,53,0,1,4,68
1,0,21,9,5,8,0,0,1,69
2,0,16,3,23,13,0,0,1,70
3,0,6,89,75,21,1,1,4,71
4,0,8,85,49,100,1,1,4,72
5,0,17,98,10,84,1,1,4,73
6,1,8,54,76,23,0,0,3,74
7,1,14,74,24,14,0,0,3,75
1,0,3,45,39,88,0,0,2,76
2,0,6,88,86,11,1,1,4,77
3,0,12,47,15,49,0,0,2,78
4,0,8,43,18,43,0,0,2,79
5,0,15,42,48,30,0,0,2,80
6,1,18,58,42,13,0,0,3,81
7,1,13,7,87,69,0,0,1,82
1,0,14,82,80,38,0,1,4,83
2,0,13,27,0,99,0,0,2,84
3,0,1,26,94,83,0,0,2,85
4,0,19,26,44,74,0,0,2,86
5,0,8,28,18,81,0,0,2,87
6,1,12,28,43,42,0,0,2,88
7,1,15,0,12,29,0,0,1,89
1,0,17,94,45,84,1,1,4,90
2,0,11,45,75,97,0,0,2,91
3,0,18,87,62,64,1,1,4,92
4,0,12,76,0,15,0,1,4,93
5,0,0,59,22,81,0,0,3,94
6,1,4,81,72,75,0,1,4,95
7,1,17,81,44,50,0,1,4,96
1,0,17,81,43,94,0,1,4,97
2,0,5,2,9,12,0,0,1,98
3,0,14,0,83,51,0,0,1,99
4,0,10,96,5,54,1,1,4,100
5,0,7,23,98,1,0,0,1,101
6,1,3,42,35,50,0,0,2,102
7,1,20,86,36,0,1,1,4,103
1,0,16,18,96,48,0,0,1,104
2,0,23,1,86,94,0,0,1,105
3,0,8,65,47,93,0,0,3,106
4,0,8,9,82,38,0,0,1,107
5,0,20,29,65,41,0,0,2,108
6,1,16,8,5,44,0,0,1,109
7,1,17,40,89,61,0,0,2,110
1,0,19,80,25,50,0,1,4,111
2,0,5,7,52,87,0,0,1,112
3,0,20,92,22,60,1,1,4,113
4,0,16,73,24,45,0,0,3,114
5,0,0,64,67,51,0,0,3,115
6,1,5,42,39,39,0,0,2,116
7,1,22,60,67,28,0,0,3,117
1,0,3,61,5,23,0,0,3,118
2,0,14,41,12,10,0,0,2,119
3,0,6,75,0,83,0,0,3,120
4,0,19,2,27,64,0,0,1,121
5,0,21,11,51,12,0,0,1,122
6,1,10,58,93,84,0,0,3,123
7,1,0,47,81,45,0,0,2,124
1,0,7,63,82,23,0,0,3,125
2,0,1,85,44,73,1,1,4,126
3,0,7,37,13,38,0,0,2,127
4,0,8,2,52,44,0,0,1,128
5,0,19,100,77,41,1,1,4,129
6,1,20,2,67,82,0,0,1,130
7,1,12,72,83,41,0,0,3,131
1,0,11,64,1,91,0,0,3,132
2,0,9,27,80,33,0,0,2,133
3,0,9,90,71,15,1,1,4,134
4,0,18,52,11,2,0,0,3,135
5,0,16,67,11,45,0,0,3,136
6,1,17,42,67,59,0,0,2,137
7,1,15,88,91,64,1,1,4,138
1,0,1,65,19,14,0,0,3,139
2,0,19,42,40,60,0,0,2,140
3,0,6,45,86,65,0,0,2,141
4,0,18,26,64,13,0,0,2,142
5,0,3,51,49,47,0,0,3,143
6,1,17,5,86,31,0,0,1,144
7,1,11,48,36,29,0,0,2,145
1,0,9,65,36,94,0,0,3,146
2,0,0,86,25,39,1,1,4,147
3,0,13,6,54,62,0,0,1,148
4,0,14,84,47,66,0,1,4,149
5,0,1,7,88,44,0,0,1,150
6,1,11,71,76,98,0,0,3,151
7,1,4,8,83,2,0,0,1,152
1,0,2,13,16,25,0,0,1,153
2,0,20,58,3,49,0,0,3,154
3,0,10,53,62,96,0,0,3,155
4,0,8,21,88,12,0,0,1,156
5,0,23,23,43,86,0,0,1,157
6,1,18,53,10,43,0,0,3,158
7,1,0,37,35,24,0,0,2,159
1,0,0,74,94,10,0,0,3,160
2,0,9,6,30,79,0,0,1,161
3,0,7,18,20,69,0,0,1,162
4,0,5,61,83,82,0,0,3,163
5,0,5,47,97,61,0,0,2,164
6,1,17,84,51,77,0,1,4,165
7,1,23,87,98,72,1,1,4,166
1,0,19,85,13,22,1,1,4,167
2,0,10,15,87,63,0,0,1,168
3,0,4,96,84,6,1,1,4,169
4,0,7,87,28,91,1,1,4,170
5,0,9,88,34,21,1,1,4,171
6,1,17,47,18,13,0,0,2,172
7,1,22,79,26,15,0,1,4,173
1,0,8,90,31,33,1,1,4,174
2,0,17,35,35,27,0,0,2,175
3,0,4,21,42,47,0,0,1,176
4,0,20,30,87,94,0,0,2,177
5,0,0,62,78,56,0,0,3,178
6,1,14,34,57,90,0,0,2,179
7,1,8,67,11,10,0,0,3,180
1,0,5,46,89,13,0,0,2,181
2,0,22,1,7,98,0,0,1,182
3,0,20,20,5,76,0,0,1,183
4,0,17,55,72,5,0,0,3,184
5,0,23,91,52,6,1,1,4,185
6,1,23,82,0,96,0,1,4,186
7,1,4,99,0,95,1,1,4,187
1,0,9,39,10,27,0,0,2,188
2,0,8,83,21,54,0,1,4,189
3,0,18,60,99,90,0,0,3,190
4,0,6,18,61,39,0,0,1,191
5,0,10,33,46,82,0,0,2,192
6,1,13,72,46,73,0,0,3,193
7,1,8,34,25,20,0,0,2,194
1,0,15,13,4,66,0,0,1,195
2,0,11,66,69,73,0,0,3,196
3,0,1,82,93,3,0,1,4,197
4,0,9,52,12,65,0,0,3,198
